10.1088,"IOP Publishing","Temple Circus Temple Way Bristol, BS1 6BE UK"
10.2166,"IWA Publishing","Alliance House 12 Caxton Street London, SW1H OEX UK"
10.1057,"Nature Publishing Group - Macmillan Publishers","75 Varick Street 9th Floor New York, NY 10013-1917 USA"
10.7872,,
10.3166,"Lavoisier SAS","14 rue de Provigny Cachan cedex, 94236 France"
10.1214,"Institute of Mathematical Statistics","c/o Cornell University 107 Olin Library/Deb. Gagnon Ithaca, NY 14853 USA"
10.1179,"Maney Publishing","Suite 1C, Joseph's Well Hanover Walk Leeds, LS3 1AB UK"
10.3727,"Cognizant Communication Corp","PO Box 37 Putnam Valley, NY 10579 USA"
10.1021,"American Chemical Society","1155 Sixteenth Street N.W. Washington, DC 20036-4899 USA"
10.1037,"American Psychological Association","750 First Street NE Washington, DC 20002-4242 USA"
10.1023,"Springer (Kluwer Academic Publishers)","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.1134,"Pleiades Publishing","Profsoyusnaya St. 90 Moscow, 117997 Russia"
10.1163,"Brill Academic Publishers","Plantijnstraat 2 PO Box 9000 PA Leiden, 2300 The Netherlands"
10.1556,"Akademiai Kiado RT","Prielle Kornelia utca 21-35 Budapest, H-1117 Hungary"
10.1112,"Oxford University Press - London Mathematical Society","Academic Division Journals Great Clarendon Street Oxford, OX2 6DP UK"
10.1076,"Informa UK (Swets & Zeitlinger Publishers)","Heereweg 347B Attn: Lukas Goosen Lisse, CA 2161 The Netherlands"
10.1258,"The Royal Society of Medicine","2455 Teller Road Thousand Oaks, CA 91320 USA"
10.1183,"European Respiratory Society","442 Glossop Rd. Sheffield, s10 2PX UK"
10.1259,"British Institute of Radiology","48-50 St. John's Street Accounts Payable London, EC1M 4DG UK"
10.1593,"Neoplasia Press","Ross 2410 Foxway Ann Arbor, MI 48105 USA"
10.1039,"The Royal Society of Chemistry","Thomas Graham House Science Park, Milton Rd Cambridge, CB4 0WF UK"
10.3184,"Science Reviews 2000 LTD.","PO Box 314 St. Albans Herts, AL1 4ZG UK"
10.1108,"Emerald (MCB UP )","Howard House, Wagon Lane Bingley West Yorkshire, BD16 1WA UK"
10.1306,AAPG/Datapages,"1444 South Boulder Tulsa, OK 74119 USA"
10.2332,"Japanese Society of Allergology",Japan
10.3997,"EAGE Publications","PO Box 59 3900 DB Houten, The Netherlands"
10.1136,"BMJ Publishing Group","BMA House Tavistock Square London, WCIH 9JR UK"
10.5698,"American Epilepsy Society","342 North Main Street West Hartford, CT 06117-2507 USA"
10.1186,"Springer (Biomed Central Ltd.)","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.1049,"Institution of Electrical Engineers","Michael Faraday House Six Hills Way Stevenage Herts, SG1 2AY UK"
10.1053,"Elsevier - WB Saunders","360 Park Ave South New York, NY 10010 USA"
10.1054,"Elsevier- Churchill Livingstone","360 Park Ave South New York, NY 10010 USA"
10.1061,"American Society of Civil Engineers","1801 Alexander Bell Dr. Attn: Charlotte McNaughton Reston, VA 20191 USA"
10.1063,"American Institute of Physics","2 Huntington Quadrangle Ste 1 No 1 Melville, NY 11747-4502 USA"
10.1117,"SPIE - International Society for Optical Engineering","P.O. Box 10 Bellingham, WA 98227-0010 USA"
10.1118,"American Association of Physicists in Medicine","C/O AIP none none, none none USA"
10.1119,"American Association of Physics Teachers","c/o AIP USA"
10.1120,,
10.1121,"Acoustical Society of America","c/o AIP none none, none none USA"
10.1122,"Society of Rheology",USA
10.1149,"The Electrochemical Society","65 South Main St, Pennington, NJ 08534 USA"
10.1066,"Blackhorse Publishing","ul. Zeganska 16 Warsaw, PL-04713 Poland"
10.1068,"Pion Ltd.","207 Brondesbury Park London, NW2 5JN UK"
10.1070,Turpion,"MIAN, 8 Gubkina Street Room 915 Moscow, 119991 Russia"
10.3367,"Uspekhi Fizicheskikh Nauk Journal","Shchukinskaya Str.12 Building 1 Moscow, 123182 Russia"
10.1073,"Proceedings of the National Academy of Sciences","700 11th St. NW Suite 450 Washington, DC 20001 USA"
10.1074,"American Society for Biochemistry and Molecular Biology","9650 Rockville Pike Bethesda, MD 20814 USA"
10.2340,"Acta Dermato-Venereologica","Acta Dermato-Venereologica S:t Johannesgatan 22A Uppsala, SE-753 12 Sweden"
10.1515,"Walter de Gruyter GmbH","Genthiner Strabe13 Berlin, D-10785 Germany"
10.1081,"Informa UK (Marcel Dekker)","4 Park Square Milton Park, Abingdon, OXON OX14 4RN UK"
10.1083,"The Rockefeller University Press","1114 First Avenue 3rd floor New York, NY 10021-8325 USA"
10.1084,"The Rockefeller University Press","1114 First Avenue 3rd floor New York, NY 10021-8325 USA"
10.1085,"The Rockefeller University Press","1114 First Avenue 3rd floor New York, NY 10021-8325 USA"
10.1086,"The University of Chicago Press","1427 E 60th Street Chicago, IL 60637-2954 USA"
10.1089,"Mary Ann Liebert","140 Huguenot St. New Rochelle, NY 10801-5215 USA"
10.1090,"American Mathematical Society","201 Charles Street Providence, RI 02940 USA"
10.1091,"American Society for Cell Biology","8120 Woodmont Ave Suite 750 Bethesda, MD 20814-2762 USA"
10.3730,Portico,"100 Campus Drive Suite 100 Princeton, NJ 08540 USA"
10.1096,"Federation of American Society for Experimental Biology","9650 Rockville Pike Bethesda, MD 20814-3998 USA"
10.1098,"The Royal Society","6 Carlton House Terrace London, SWIY 5AG UK"
10.1101,"Cold Spring Harbor Laboratory Press","500 Sunnyside Blvd Woodbury, NY 11797 USA"
10.1103,"American Physical Society","1 Research Rd Attn: Robert Kelly Ridge, NY 11961-9000 USA"
10.1104,"American Society of Plant Biologists","15501 Monona Drive Rockville, MD 20855-2768 USA"
10.1106,"Sage Publications  - Technomic Publishing Company","2455 Teller Road Thousand Oaks, CA 91320 USA"
10.1107,"International Union of Crystallography","2 Abbey Sq Chester Cheshire, CH1 2HU UK"
10.1109,"Institute of Electrical and Electronics Engineers","445 Hoes Lane Piscataway, NJ 08855-1331 USA"
10.1115,"ASME International","Three Park Avenue New York, NY 10016-5990 USA"
10.1116,"American Vacuum Society",USA
10.1126,"American Association for the Advancement of Science","1200 New York Avenue NW Washington, DC 20005 USA"
10.1127,Schweizerbart,"Johannesstr 3A Stuttgart, D-70176 Germany"
10.1128,"American Society for Microbiology","1752 N Street NW Washington, DC 20036-2904 USA"
10.1130,"Geological Society of America","3300 Penrose Place PO Box 9140 Boulder, CO 80301-9140 USA"
10.1139,"Canadian Science Publishing","65 Auriga Drive Suite 203 Ottawa, ON K2E 7W6 Canada"
10.1680,"Thomas Telford Ltd.","40 Marsh Wall London, E14 9TP UK"
10.7567,"Japan Society of Applied Physics","2-31-22-5F Yushima, Bunkyo-ku Tokyo, 113-0034 Japan"
10.7566,"Physical Society of Japan","2-31-22-5F Yushima, Bunkyo-ku Tokyo, 113-0034 Japan"
10.1145,"Association for Computing Machinery","2 Penn Plaza, Suite 701 New York, NY 10121-0701 USA"
10.1146,"Annual Reviews","4139 El Camino Way Palo Alto, CA 94306 USA"
10.1151,"NIDA/RTI International","6110 Executive Blvd Suite 902 Rockville, MD 20850 USA"
10.1162,"MIT Press","55 Hayward St Cambridge, MA 02142-1315 USA"
10.50505,"CrossRef test prefix",
10.1175,"American Meteorological Society","45 Beacon Street Attn: Ken Heideman Boston, MA 02108 USA"
10.1180,"The Mineralogical Society","12 Baylis Mews Amyand Park Road Twickenham, Middlesex, TW1 3HQ UK"
10.1193,"Earthquake Engineering Research Institute","499 14th St. Oakland, CA 94612 USA"
10.1198,"Informa UK (American Statistical Association)","4 Park Square Milton Park, Abingdon, OXON OX14 4RN UK"
10.1202,,
10.1113,"Wiley Blackwell (Blackwell Publishing -The Physiological Society)","111 River Street Hoboken, NJ 07030 USA"
10.1166,"American Scientific Publishers","26650 The Old Road Valencia, CA 91381-0751 USA"
10.1182,"American Society of Hematology","2021 L Street NW Ste 900 Washington, DC 20036 USA"
10.1056,"New England Journal of Medicine","Mass Medical Society 860 Winter Street Waltham, MA 02451 USA"
10.1071,"CSIRO Publishing","150 Oxford Street PO Box 1139 Collingwood, VIC 3066 Australia"
10.1135,"Institute of Organic Chemistry & Biochemistry, Academy of Sciences of the Czech Republic","Flemingovo n. 2 Prague 6, 166 10 Czech Republic"
10.1161,"Ovid Technologies Wolters Kluwer -American Heart Association","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1164,"American Thoracic Society","25 Broadway 18th Floor New York, NY 10004-1012 USA"
10.1176,"American Psychiatric Publishing","1000 Wilson Blvd. Suite 1825 Arlington, VA 22209 USA"
10.1190,"Society of Exploration Geophysicists","8801 S. Yale Ave. Suite 500 Tulsa, OK 74137 USA"
10.1200,"American Society of Clinical Oncology","2318 Mill Rd. Suite 800 Alexandria, VA 22314 USA"
10.1216,"Rocky Mountain Mathematics Consortium",USA
10.1239,"Applied Probability Trust","School of Mathematics and Statistics University of Sheffield Sheffield, S3 7RH UK"
10.1245,"Springer - Society of Surgical Oncology","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.1261,"Cold Spring Harbor Laboratory Press","500 Sunnyside Blvd Woodbury, NY 11797 USA"
10.1172,"American Society for Clinical Investigation","35 Research Drive Ste 300 Ann Arbor, MI 48103 USA"
10.1099,"Society for General Microbiology","Charles Darwin House 12 Roger Street London, WC1N 2JU UK"
10.1241,"Japan Science and Technology Agency","5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1246,"The Chemical Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1247,"Japan Society for Cell Biology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1248,"Pharmaceutical Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1250,"Acoustical Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1255,"IM Publications","6 Charlton Hill Charlton Chichester West Sussex, PO18 0HY UK"
10.1262,"Japanese Society of Animal Reproduction","c/o JST 5-3 Yonbancho Chiyoda-ku 102-0081 Japan"
10.1266,"The Genetics Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.5555,"CrossRef test user",
10.7,,
10.1267,"Japan Society of Histochemistry and Cytochemistry","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1260,Multiscience,"5 Wates Way Brentwood Essex CM15 9TB UK"
10.1210,"The Endocrine Society","8401 Connecticut Ave., Ste 900 Chevy Chase, MD 20815-5817 USA"
10.1254,"The Japanese Pharmacological Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1270,"Japanese Society of Breeding","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1264,"Japanese Society of Microbial Ecology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1252,"The Society of Chemical Engineers Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1272,"The Medical Association of Nippon Medical School","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1273,"Chem-Bio Informatics Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1271,"Japan Society for Bioscience, Biotechnology, and Agrochemistry","JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1192,"Royal College of Psychiatrists","17 Belgrave Square Mehmet Salaheddin London, SW1X 8PG UK"
10.1253,"The Japanese Circulation Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1257,"American Economic Association","2014 Broadway, Suite 305 Nashville, TN 37203 USA"
10.1159,"S. Karger AG","Allshwilerstrasse 10 Attn: Mr. Hermann Vonlanthen Basel, CH-4009 Switzerland"
10.1026,"Hogrefe & Huber Publishing Group","Langgass-Strasse 76 CH-3000 Berne 9, Switzerland"
10.1027,"Hogrefe & Huber Publishing Group","Langgass-Strasse 76 CH-3000 Berne 9, Switzerland"
10.1185,"Informa UK (Librapharm)",
10.1289,"Environmental Health Perspectives","EC-15 NIEHS PO Box 12233 - Research Triangle Pk, NC 27709-2233 USA"
10.1560,"Laser Pages Publishing Ltd","PO Box 34299 Jerusalem, 91341 Israel"
10.1092,Metapress,"5724 Highway 280 E Birmingham, AL 35242 USA"
10.1506,"Wiley Blackwell (Canadian Academic Accounting Association)","111 River Street Hoboken, NJ 07030 USA"
10.1293,"The Japanese Society of Toxicologic Pathology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1292,"Japanese Society of Veterinary Science","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1240,"Elsevier- Spektrum Akademischer Verlag","360 Park Ave South New York, NY 10010 USA"
10.1274,"BioOne (Japanese Society of Mammalian Ova Research)",Japan
10.1298,"Japanese Physical Therapy Association","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1297,"The Japanese Society for Pediatric Endocrinology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1299,"The Japan Society of Mechanical Engineers","JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2190,"Baywood Publishing","26 Austin Avenue Amityville, NY 11701 USA"
10.1194,"American Society for Biochemistry and Molecular Biology, Journal of Lipid Research","9650 Rockville Pike Bethesda, MD 20814 USA"
10.1024,"Hogrefe & Huber Publishing Group","Langgass-Strasse 76 CH-3000 Berne 9, Switzerland"
10.1294,"Japan Society of Equine Science","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1187,"American Society for Cell Biology","8120 Woodmont Ave Suite 750 Bethesda, MD 20814-2762 USA"
10.1174,"Fundacion Infancia y Aprendizaje","C/ Naranjo de Bulnes 69 San Sebastian de los Reyes Madrid, 28707 Spain"
10.1242,"The Company of Biologists","140 Cowley Rd Bidder Bldg Cambridge, CB4 0DL UK"
10.1307,"Michigan Mathematical Journal",USA
10.4103,"Medknow Publications","A-109, Kanara Centre Off Link Rd., Ghatkopar Mumbai, 40075 India"
10.1215,"Duke University Press","905 West Main Street #18B Durham, NC 27701 USA"
10.1165,"American Thoracic Society","25 Broadway 18th Floor New York, NY 10004-1012 USA"
10.1309,"American Society for Clinical Pathology","33 West Monroe, Suite 1600 Chicago, IL 60603 USA"
10.1308,"The Royal College of Surgeons of England","35-43 Lincoln's Inn Fields London, WC2A 3PE UK"
10.1124,"American Society for Pharmacology & Experimental Therapeutics","9650 Rockville Pike Attn: Richard Dodenhoff Bethesda, MD 20814-3995 USA"
10.1287,"Institute for Operations Research and the Management Sciences","5521 Research Park Drive Suite 200 Catonsville, MD 21228 USA"
10.1346,"Clay Minerals Society","c/o Ingenta Oxford, UK"
10.1045,"Corporation for National Research Initiatives","none none none, none none USA"
10.1332,"The Policy Press","Oxford, UK"
10.1206,"BioOne (American Museum of Natural History)",
10.1167,"Association for Research in Vision and Opthalmology","1801 Rockville Pike Suite 400 Rockville, MD 20852 USA"
10.1345,"Harvey Whitney Books Co.","2455 Teller Road Thousand Oaks, CA 91320 USA"
10.1001,"American Medical Association","515 N. State Street Chicago, IL 60610 USA"
10.1350,"Vathek Publishing","Bridge House Dalby Isle of Man, IM5 3BP UK"
10.1189,"Society for Leukocyte Biology","9650 Rockville Pike Attn: Lynn Willis Bethesda, MD 20814 USA"
10.2106,"Journal of Bone and Joint Surgery","20 Pickering Street Needham, MA 02492-3157 USA"
10.1347,"Uitgeverij Boom","Prinsengracht 747 Amsterdam, 1017 JX The Netherlands"
10.1352,"American Association on Intellectual and Developmental Disabilities","501 3rd Street, NW, Suite 200 Washington, DC 20001-2760 USA"
10.1033,"EBSCO Publishing","P O Box 602 Attn: Accounts Payable Ipswich, MA 01938 USA"
10.2753,"M.E. Sharpe","80 Business Park Drive Armonk, NY 10504 USA"
10.1137,"Society for Industrial and Applied Mathematics","3600 Market St, 6th fl Philadelphia, PA 19104-2688 USA"
10.1378,"American College of Chest Physicians","3300 Dundee Rd Northbrook, IL 60062 USA"
10.1353,"Muse - Johns Hopkins University Press","2715 N. Charles St. Attn: Elizabeth Brown Baltimore, MD 21218 USA"
10.1380,"The Surface Science Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1331,"American Pharmacists Association","2215 Constitution Avenue NW Washington, DC 20037 USA"
10.1362,"Westburn Publishers","23 Millig Street Helensburgh Argyll, G84 9LD Scotland"
10.1384,"The Surface Analysis Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1160,"Schattauer GmbH","Holderlinstrasse 3 Stuttgart, D-70174 Germany"
10.1357,"Journal of Marine Research/Yale","Yale University Kline Lab, 210 Whitney Ave New Haven, CT 06520-8109 USA"
10.1355,"Institute of Southeast Asian Studies","30 Heng Mui Keng Terrace Singapore, 119614 Singapore"
10.1296,Techno-Press,"PO Box 33 Attn: MJ Kim Yusong 305-600, Daejeon Korea"
10.1370,"Annals of Family Medicine","11400 Tomahawk Creek Pkwy Leawood, KS 66211-2672 USA"
10.1208,"American Association of Pharmaceutical Scientists","2107 Wilson Blvd Suite 700 Arlington, VA 22201-3046 USA"
10.1300,"Informa UK (Haworth Press, Inc.,)","325 Chestnut Street, Suite 800 Philadelphia, PA 19106 USA"
10.9768,"IMDA Press","1201 Stonegate Rd. Hummelstown, PA 17036 USA"
10.1371,"Public Library of Science","1160 Battery Street Suite 100 San Francisco, CA 94111 USA"
10.1382,"Fibre Diffraction Review","Head, Biological Structure and Function Section, Biomedical Sciences Division Imperial College London London, SW7 2AZ UK"
10.1310,"Thomas Land Publishers, Inc.","255 Jefferson Rd St Louis, MO 63119 USA"
10.1508,"International Society of Cytology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1507,"The Japan Endocrine Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1615,"Begell House Inc.","50 Cross Highway Redding, CT 06896-2404 USA"
10.4179,"New Labor Forum","Murphy Institute, CUNY 25 W. 43rd St., 14th Fl. New York, NY 10036 USA"
10.1386,Intellect,"The Mill, Parnall Road Fishponds - Bristol, BS16 3JG UK"
10.1366,"Society for Applied Spectroscopy","5320 Spectrum Drive, Suite C Attn: Bonnie Saylor Frederick, MD 21703 USA"
10.1521,"Guilford Publications","72 Spring Street New York, NY 10012 USA"
10.3982,"The Econometric Society","Department of Economics, NYU 19 West Fourth St., 6th Floor New York, NY 10012 USA"
10.1505,"Commonwealth Forestry Association","Crib, Dinchope Craven Arms Shropshire, SY7 9JJ UK"
10.1509,"American Marketing Association","311 South Wacker Drive Suite 5800 Chicago, IL 60606-2266 USA"
10.1511,"American Scientist","PO Box 13975 99 Alexander Drive Research Triangle Park, NC 27709 USA"
10.1249,"Ovid Technologies (Wolters-Kluwer) - American College of Sports Medicine","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1524,"Oldenbourg Wissenschaftsverlag","Rosenheimer Strasse 145 Munich, D-81671 Germany"
10.1377,"Project Hope","7500 Old Georgetown Rd Bethesda, MD 20814 USA"
10.1517,"Informa UK (Ashley Publications)",
10.1527,"The Japanese Society for Artificial Intelligence","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1373,"American Association for Clinical Chemistry","1850 K Street, NW Suite 625 Washington, DC 20006 USA"
10.2217,"Future Medicine","Unitec House, 3rd Floor 2 Albert Place, Finchley Central London, N3 1QB UK"
10.1489,"The International Leprosy Association","1 Alm Way Greenville, SC 29601 USA"
10.1209,"IOP Publishing - Europhysics Letters","Temple Circus Temple Way Bristol, BS1 6BE UK"
10.1523,"Society for Neuroscience","1121 14th Street, NW Suite 1010 Washington, DC 20005 USA"
10.1513,"American Thoracic Society","25 Broadway 18th Floor New York, NY 10004-1012 USA"
10.1538,"Japanese Association for Laboratory Animal Science","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1536,"International Heart Journal Association","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1540,"Japan Society of Smooth Muscle Research","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1530,Bioscientifica,"Euro House 22 Apex Court, Woodlands Bradley Stoke, Bristol, BS32 4JT UK"
10.1152,"American Physiological Society","9650 Rockville Pike Bethesda, MD 20814-3991 USA"
10.3098,"Agricultural History Society","Mississippi State Univ. Dept. of History, PO Box H Mississippi State, MS 39762 USA"
10.1525,"University of California Press","2000 Center Street Suite 303 Berkeley, CA 94704 USA"
10.1537,"Anthropological Society of Nippon","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.4104,"Primary Care Respiratory Society UK","Smithy House Waterbeck Lockerbie, DG1 3EY UK"
10.1199,"American Society of Plant Biologists","15501 Monona Drive Rockville, MD 20855-2768 USA"
10.1563,"American Academy of Implant Dentistry","c/o Allen Press 810 E 10th St Lawrence, KS 66044 USA"
10.1585,"Japan Society of Plasma Science and Nuclear Fusion Research","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1584,"Pesticide Science Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1532,"Carden Jennings Publishing Co.","375 Greenbriar Drive Suite 100 Charlottesville, VA 22901 USA"
10.1539,"Japan Society for Occupational Health","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1600,"American Society of Plant Taxonomists","Department of Botany University of Wyoming Laramie, WY 82071-3165 USA"
10.1541,"Institute Electrical Engineers Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1387,"UBC Press","(University of the Basque Country Press, (The International Journal of Developmental Biology) Servicio Editorial, Edificio de la Biblioteca, Campus de Leioa Leioa, Vizcaya E-48940 Spain"
10.1588,"Pearblossom Private School","P.O. Box 847 Pearblossom, CA 93553 USA"
10.1589,"The Society of Physical Therapy Science","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1364,"Optical Society of America","2010 Massachusetts Ave, NW NW Washington, DC 20036-1023 USA"
10.1587,"Institute of Electronics, Information and Communications Engineers","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1303,"Japanese Society of Applied Entomology & Zoology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1578,"Aquatic Mammals Journal","222 Wolf Neck Road Stonington, CT 06378 USA"
10.1519,"Ovid Technologies (Wolters Kluwer) - National Strength & Conditioning","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1558,"Equinox Publishing","3 Lancaster Street Unit S3, Kelham House Sheffield, S3 8AF UK"
10.1597,"American Cleft Palate Association","c/o Allen Press 810 E 10th Street Lawrence, KS 66044 USA"
10.1583,"International Society of Endovascular Specialists","c/o Allen Press 810 E 10th St Lawrence, KS 66044 USA"
10.1618,"Japanese Society of Human-Environment","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1620,"Tohoku University Medical Press","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1619,"Mathematical Society of Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1503,"Canadian Medical Association","1867 Alta Vista Drive Attn: Glenda Proctor Ottawa, ON K1G 3Y6 Canada"
10.2501,"World Advertising Research Center","Finance Department 1 Ivory Square, Plantation Warf Battersea, London, SW11 3UE UK"
10.1520,"ASTM International","100 Barr Harbor Drive PO Box C700 W. Conshohoken, PA 19428-2959 USA"
10.1577,"American Fisheries Society","5410 Grosvenor Lane Suite 110 Bethesda, MD 20814 USA"
10.3145,"El Profesional de la Informacion","P.O. Box 32280 Barcelona, 08080 Spain"
10.1591,"Competence Network Pediatric Oncology & Hematology","Charite - University Medicine, Berlin Augustenburger Platz 1 Berlin, D-13353 Germany"
10.1628,"Mohr Siebeck","Wilhelmstrasse 18 Tubingen, D-72074 Germany"
10.1625,"Japanese Society for Complementary & Alternative Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1626,"Crop Science Society of Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1627,"Japan Petroleum Institute","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1581,"Wiley Blackwell (Robotic Publications)","111 River Street Hoboken, NJ 07030 USA"
10.1029,"American Geophysical Union","2000 Florida Ave NW Washington, DC 20009 USA"
10.1891,"Springer Publishing Company","11 West 42nd Street 15th floor New York, NY 10036-8002 USA"
10.1679,"International Society Histology & Cytology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1678,"Society of Rheology Japan","c/o JSt 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1617,"Springer - RILEM Publishing","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.1213,"Ovid Technologies (Wolters Kluwer)  - Anesthesia & Analgesia","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
